location_id,location,location_name,year,age_group_id,age_group,age_start,age_end,sex_id,sex,unit,metric,measure,mean,lower,upper
6,CHN,China,2003,13,40 to 44 yrs,40,44,1,male,pct,obese,prevalence,0.033,0.026,0.042
6,CHN,China,2003,13,40 to 44 yrs,40,44,1,male,pct,overweight,prevalence,0.275,0.237,0.312
6,CHN,China,2003,14,45 to 49 yrs,45,49,1,male,pct,obese,prevalence,0.028,0.022,0.035
6,CHN,China,2003,14,45 to 49 yrs,45,49,1,male,pct,overweight,prevalence,0.261,0.227,0.302
6,CHN,China,2003,15,50 to 54 yrs,50,54,1,male,pct,obese,prevalence,0.025,0.019,0.032
6,CHN,China,2003,15,50 to 54 yrs,50,54,1,male,pct,overweight,prevalence,0.261,0.228,0.296
6,CHN,China,2003,16,55 to 59 yrs,55,59,1,male,pct,obese,prevalence,0.024,0.019,0.031
6,CHN,China,2003,16,55 to 59 yrs,55,59,1,male,pct,overweight,prevalence,0.24,0.207,0.275
6,CHN,China,2003,17,60 to 64 yrs,60,64,1,male,pct,overweight,prevalence,0.237,0.203,0.272
6,CHN,China,2003,17,60 to 64 yrs,60,64,1,male,pct,obese,prevalence,0.027,0.021,0.034
6,CHN,China,2003,18,65 to 69 yrs,65,69,1,male,pct,overweight,prevalence,0.237,0.202,0.276
6,CHN,China,2003,18,65 to 69 yrs,65,69,1,male,pct,obese,prevalence,0.025,0.019,0.033
6,CHN,China,2003,19,70 to 74 yrs,70,74,1,male,pct,obese,prevalence,0.028,0.021,0.037
6,CHN,China,2003,19,70 to 74 yrs,70,74,1,male,pct,overweight,prevalence,0.246,0.206,0.289
6,CHN,China,2003,20,75 to 79 yrs,75,79,1,male,pct,overweight,prevalence,0.213,0.17,0.267
6,CHN,China,2003,20,75 to 79 yrs,75,79,1,male,pct,obese,prevalence,0.03,0.022,0.041
6,CHN,China,2003,21,80+ yrs,80,100,1,male,pct,obese,prevalence,0.022,0.014,0.031
6,CHN,China,2003,21,80+ yrs,80,100,1,male,pct,overweight,prevalence,0.179,0.14,0.223
6,CHN,China,2003,34,2 to 4 yrs,2,4,2,female,pct,overweight,prevalence,0.118,0.086,0.16
6,CHN,China,2003,34,2 to 4 yrs,2,4,2,female,pct,obese,prevalence,0.036,0.023,0.054
6,CHN,China,2003,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,obese,prevalence,0.03,0.025,0.035
6,CHN,China,2003,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,overweight,prevalence,0.114,0.101,0.129
6,CHN,China,2003,6,5 to 9 yrs,5,9,2,female,pct,overweight,prevalence,0.153,0.123,0.185
6,CHN,China,2003,6,5 to 9 yrs,5,9,2,female,pct,obese,prevalence,0.049,0.036,0.064
6,CHN,China,2003,7,10 to 14 yrs,10,14,2,female,pct,obese,prevalence,0.02,0.014,0.027
6,CHN,China,2003,7,10 to 14 yrs,10,14,2,female,pct,overweight,prevalence,0.119,0.094,0.145
6,CHN,China,2003,8,15 to 19 yrs,15,19,2,female,pct,overweight,prevalence,0.064,0.052,0.079
6,CHN,China,2003,8,15 to 19 yrs,15,19,2,female,pct,obese,prevalence,0.014,0.009,0.02
6,CHN,China,2003,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.083,0.067,0.101
6,CHN,China,2003,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.019,0.013,0.027
6,CHN,China,2003,38,"20+ yrs, age-standardized",20,100,2,female,pct,obese,prevalence,0.039,0.036,0.042
6,CHN,China,2003,38,"20+ yrs, age-standardized",20,100,2,female,pct,overweight,prevalence,0.234,0.225,0.243
6,CHN,China,2003,10,25 to 29 yrs,25,29,2,female,pct,overweight,prevalence,0.136,0.115,0.16
6,CHN,China,2003,10,25 to 29 yrs,25,29,2,female,pct,obese,prevalence,0.02,0.014,0.026
6,CHN,China,2003,11,30 to 34 yrs,30,34,2,female,pct,obese,prevalence,0.028,0.021,0.036
6,CHN,China,2003,11,30 to 34 yrs,30,34,2,female,pct,overweight,prevalence,0.171,0.146,0.2
6,CHN,China,2003,12,35 to 39 yrs,35,39,2,female,pct,overweight,prevalence,0.232,0.202,0.264
6,CHN,China,2003,12,35 to 39 yrs,35,39,2,female,pct,obese,prevalence,0.03,0.024,0.038
6,CHN,China,2003,13,40 to 44 yrs,40,44,2,female,pct,obese,prevalence,0.044,0.034,0.055
6,CHN,China,2003,13,40 to 44 yrs,40,44,2,female,pct,overweight,prevalence,0.275,0.243,0.31
6,CHN,China,2003,14,45 to 49 yrs,45,49,2,female,pct,overweight,prevalence,0.323,0.286,0.359
6,CHN,China,2003,14,45 to 49 yrs,45,49,2,female,pct,obese,prevalence,0.042,0.034,0.052
6,CHN,China,2003,15,50 to 54 yrs,50,54,2,female,pct,obese,prevalence,0.053,0.043,0.066
6,CHN,China,2003,15,50 to 54 yrs,50,54,2,female,pct,overweight,prevalence,0.336,0.3,0.375
6,CHN,China,2003,16,55 to 59 yrs,55,59,2,female,pct,overweight,prevalence,0.333,0.296,0.373
6,CHN,China,2003,16,55 to 59 yrs,55,59,2,female,pct,obese,prevalence,0.056,0.045,0.07
6,CHN,China,2003,17,60 to 64 yrs,60,64,2,female,pct,overweight,prevalence,0.317,0.28,0.355
6,CHN,China,2003,17,60 to 64 yrs,60,64,2,female,pct,obese,prevalence,0.06,0.047,0.075
6,CHN,China,2003,18,65 to 69 yrs,65,69,2,female,pct,overweight,prevalence,0.294,0.26,0.332
6,CHN,China,2003,18,65 to 69 yrs,65,69,2,female,pct,obese,prevalence,0.06,0.048,0.074
6,CHN,China,2003,19,70 to 74 yrs,70,74,2,female,pct,obese,prevalence,0.065,0.051,0.083
6,CHN,China,2003,19,70 to 74 yrs,70,74,2,female,pct,overweight,prevalence,0.301,0.257,0.35
6,CHN,China,2003,20,75 to 79 yrs,75,79,2,female,pct,overweight,prevalence,0.254,0.212,0.301
6,CHN,China,2003,20,75 to 79 yrs,75,79,2,female,pct,obese,prevalence,0.052,0.038,0.07
6,CHN,China,2003,21,80+ yrs,80,100,2,female,pct,obese,prevalence,0.031,0.021,0.044
6,CHN,China,2003,21,80+ yrs,80,100,2,female,pct,overweight,prevalence,0.174,0.137,0.216
6,CHN,China,2003,34,2 to 4 yrs,2,4,3,both,pct,overweight,prevalence,0.147,0.115,0.181
6,CHN,China,2003,34,2 to 4 yrs,2,4,3,both,pct,obese,prevalence,0.046,0.034,0.06
6,CHN,China,2003,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,overweight,prevalence,0.145,0.132,0.158
6,CHN,China,2003,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,obese,prevalence,0.046,0.04,0.051
6,CHN,China,2003,6,5 to 9 yrs,5,9,3,both,pct,obese,prevalence,0.07,0.056,0.087
6,CHN,China,2003,6,5 to 9 yrs,5,9,3,both,pct,overweight,prevalence,0.183,0.156,0.209
6,CHN,China,2003,7,10 to 14 yrs,10,14,3,both,pct,overweight,prevalence,0.167,0.142,0.192
6,CHN,China,2003,7,10 to 14 yrs,10,14,3,both,pct,obese,prevalence,0.039,0.031,0.05
6,CHN,China,2003,8,15 to 19 yrs,15,19,3,both,pct,obese,prevalence,0.024,0.019,0.032
6,CHN,China,2003,8,15 to 19 yrs,15,19,3,both,pct,overweight,prevalence,0.078,0.067,0.09
6,CHN,China,2003,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.105,0.089,0.121
6,CHN,China,2003,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.022,0.017,0.027
6,CHN,China,2003,38,"20+ yrs, age-standardized",20,100,3,both,pct,obese,prevalence,0.033,0.031,0.035
6,CHN,China,2003,38,"20+ yrs, age-standardized",20,100,3,both,pct,overweight,prevalence,0.227,0.22,0.234
6,CHN,China,2003,10,25 to 29 yrs,25,29,3,both,pct,obese,prevalence,0.023,0.018,0.028
6,CHN,China,2003,10,25 to 29 yrs,25,29,3,both,pct,overweight,prevalence,0.154,0.136,0.174
6,CHN,China,2003,11,30 to 34 yrs,30,34,3,both,pct,overweight,prevalence,0.19,0.169,0.212
6,CHN,China,2003,11,30 to 34 yrs,30,34,3,both,pct,obese,prevalence,0.028,0.023,0.033
6,CHN,China,2003,12,35 to 39 yrs,35,39,3,both,pct,overweight,prevalence,0.244,0.221,0.269
6,CHN,China,2003,12,35 to 39 yrs,35,39,3,both,pct,obese,prevalence,0.03,0.025,0.036
6,CHN,China,2003,13,40 to 44 yrs,40,44,3,both,pct,obese,prevalence,0.038,0.032,0.045
6,CHN,China,2003,13,40 to 44 yrs,40,44,3,both,pct,overweight,prevalence,0.275,0.25,0.302
6,CHN,China,2003,14,45 to 49 yrs,45,49,3,both,pct,obese,prevalence,0.035,0.029,0.041
6,CHN,China,2003,14,45 to 49 yrs,45,49,3,both,pct,overweight,prevalence,0.291,0.263,0.317
6,CHN,China,2003,15,50 to 54 yrs,50,54,3,both,pct,obese,prevalence,0.038,0.033,0.045
6,CHN,China,2003,15,50 to 54 yrs,50,54,3,both,pct,overweight,prevalence,0.297,0.272,0.324
6,CHN,China,2003,16,55 to 59 yrs,55,59,3,both,pct,overweight,prevalence,0.285,0.261,0.311
6,CHN,China,2003,16,55 to 59 yrs,55,59,3,both,pct,obese,prevalence,0.04,0.034,0.047
6,CHN,China,2003,17,60 to 64 yrs,60,64,3,both,pct,obese,prevalence,0.043,0.035,0.052
6,CHN,China,2003,17,60 to 64 yrs,60,64,3,both,pct,overweight,prevalence,0.275,0.252,0.3
6,CHN,China,2003,18,65 to 69 yrs,65,69,3,both,pct,overweight,prevalence,0.265,0.24,0.291
6,CHN,China,2003,18,65 to 69 yrs,65,69,3,both,pct,obese,prevalence,0.042,0.035,0.05
6,CHN,China,2003,19,70 to 74 yrs,70,74,3,both,pct,overweight,prevalence,0.274,0.243,0.306
6,CHN,China,2003,19,70 to 74 yrs,70,74,3,both,pct,obese,prevalence,0.047,0.039,0.057
6,CHN,China,2003,20,75 to 79 yrs,75,79,3,both,pct,overweight,prevalence,0.235,0.203,0.272
6,CHN,China,2003,20,75 to 79 yrs,75,79,3,both,pct,obese,prevalence,0.042,0.033,0.053
6,CHN,China,2003,21,80+ yrs,80,100,3,both,pct,overweight,prevalence,0.176,0.149,0.208
6,CHN,China,2003,21,80+ yrs,80,100,3,both,pct,obese,prevalence,0.027,0.021,0.035
6,CHN,China,2004,34,2 to 4 yrs,2,4,1,male,pct,obese,prevalence,0.056,0.037,0.08
6,CHN,China,2004,34,2 to 4 yrs,2,4,1,male,pct,overweight,prevalence,0.176,0.128,0.228
6,CHN,China,2004,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,obese,prevalence,0.06,0.051,0.07
6,CHN,China,2004,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,overweight,prevalence,0.177,0.157,0.199
6,CHN,China,2004,6,5 to 9 yrs,5,9,1,male,pct,obese,prevalence,0.089,0.066,0.118
6,CHN,China,2004,6,5 to 9 yrs,5,9,1,male,pct,overweight,prevalence,0.216,0.172,0.261
6,CHN,China,2004,7,10 to 14 yrs,10,14,1,male,pct,overweight,prevalence,0.216,0.174,0.26
6,CHN,China,2004,7,10 to 14 yrs,10,14,1,male,pct,obese,prevalence,0.058,0.043,0.08
6,CHN,China,2004,8,15 to 19 yrs,15,19,1,male,pct,overweight,prevalence,0.096,0.08,0.115
6,CHN,China,2004,8,15 to 19 yrs,15,19,1,male,pct,obese,prevalence,0.035,0.025,0.048
6,CHN,China,2004,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.132,0.108,0.158
6,CHN,China,2004,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.026,0.019,0.035
6,CHN,China,2004,38,"20+ yrs, age-standardized",20,100,1,male,pct,obese,prevalence,0.028,0.026,0.031
6,CHN,China,2004,38,"20+ yrs, age-standardized",20,100,1,male,pct,overweight,prevalence,0.227,0.217,0.237
6,CHN,China,2004,10,25 to 29 yrs,25,29,1,male,pct,obese,prevalence,0.026,0.02,0.035
6,CHN,China,2004,10,25 to 29 yrs,25,29,1,male,pct,overweight,prevalence,0.181,0.152,0.213
6,CHN,China,2004,11,30 to 34 yrs,30,34,1,male,pct,obese,prevalence,0.029,0.022,0.037
6,CHN,China,2004,11,30 to 34 yrs,30,34,1,male,pct,overweight,prevalence,0.214,0.183,0.246
6,CHN,China,2004,12,35 to 39 yrs,35,39,1,male,pct,overweight,prevalence,0.26,0.223,0.297
6,CHN,China,2004,12,35 to 39 yrs,35,39,1,male,pct,obese,prevalence,0.032,0.024,0.039
6,CHN,China,2004,13,40 to 44 yrs,40,44,1,male,pct,overweight,prevalence,0.279,0.244,0.317
6,CHN,China,2004,13,40 to 44 yrs,40,44,1,male,pct,obese,prevalence,0.034,0.027,0.043
6,CHN,China,2004,14,45 to 49 yrs,45,49,1,male,pct,obese,prevalence,0.03,0.024,0.037
6,CHN,China,2004,14,45 to 49 yrs,45,49,1,male,pct,overweight,prevalence,0.269,0.235,0.307
6,CHN,China,2004,15,50 to 54 yrs,50,54,1,male,pct,obese,prevalence,0.025,0.02,0.032
6,CHN,China,2004,15,50 to 54 yrs,50,54,1,male,pct,overweight,prevalence,0.266,0.233,0.3
6,CHN,China,2004,16,55 to 59 yrs,55,59,1,male,pct,obese,prevalence,0.025,0.02,0.032
6,CHN,China,2004,16,55 to 59 yrs,55,59,1,male,pct,overweight,prevalence,0.246,0.215,0.28
6,CHN,China,2004,17,60 to 64 yrs,60,64,1,male,pct,obese,prevalence,0.027,0.021,0.034
6,CHN,China,2004,17,60 to 64 yrs,60,64,1,male,pct,overweight,prevalence,0.24,0.208,0.275
6,CHN,China,2004,18,65 to 69 yrs,65,69,1,male,pct,obese,prevalence,0.025,0.02,0.033
6,CHN,China,2004,18,65 to 69 yrs,65,69,1,male,pct,overweight,prevalence,0.241,0.207,0.278
6,CHN,China,2004,19,70 to 74 yrs,70,74,1,male,pct,overweight,prevalence,0.251,0.212,0.295
6,CHN,China,2004,19,70 to 74 yrs,70,74,1,male,pct,obese,prevalence,0.029,0.022,0.038
6,CHN,China,2004,20,75 to 79 yrs,75,79,1,male,pct,overweight,prevalence,0.219,0.176,0.268
6,CHN,China,2004,20,75 to 79 yrs,75,79,1,male,pct,obese,prevalence,0.03,0.022,0.042
6,CHN,China,2004,21,80+ yrs,80,100,1,male,pct,obese,prevalence,0.022,0.014,0.032
6,CHN,China,2004,21,80+ yrs,80,100,1,male,pct,overweight,prevalence,0.184,0.147,0.228
6,CHN,China,2004,34,2 to 4 yrs,2,4,2,female,pct,overweight,prevalence,0.118,0.085,0.159
6,CHN,China,2004,34,2 to 4 yrs,2,4,2,female,pct,obese,prevalence,0.035,0.022,0.054
6,CHN,China,2004,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,obese,prevalence,0.029,0.024,0.035
6,CHN,China,2004,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,overweight,prevalence,0.117,0.104,0.132
6,CHN,China,2004,6,5 to 9 yrs,5,9,2,female,pct,overweight,prevalence,0.158,0.127,0.191
6,CHN,China,2004,6,5 to 9 yrs,5,9,2,female,pct,obese,prevalence,0.048,0.036,0.064
6,CHN,China,2004,7,10 to 14 yrs,10,14,2,female,pct,obese,prevalence,0.02,0.014,0.028
6,CHN,China,2004,7,10 to 14 yrs,10,14,2,female,pct,overweight,prevalence,0.122,0.096,0.151
6,CHN,China,2004,8,15 to 19 yrs,15,19,2,female,pct,overweight,prevalence,0.067,0.055,0.082
6,CHN,China,2004,8,15 to 19 yrs,15,19,2,female,pct,obese,prevalence,0.014,0.009,0.019
6,CHN,China,2004,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.019,0.013,0.027
6,CHN,China,2004,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.085,0.069,0.103
6,CHN,China,2004,38,"20+ yrs, age-standardized",20,100,2,female,pct,obese,prevalence,0.04,0.037,0.043
6,CHN,China,2004,38,"20+ yrs, age-standardized",20,100,2,female,pct,overweight,prevalence,0.237,0.228,0.245
6,CHN,China,2004,10,25 to 29 yrs,25,29,2,female,pct,obese,prevalence,0.02,0.015,0.026
6,CHN,China,2004,10,25 to 29 yrs,25,29,2,female,pct,overweight,prevalence,0.137,0.117,0.16
6,CHN,China,2004,11,30 to 34 yrs,30,34,2,female,pct,overweight,prevalence,0.172,0.15,0.198
6,CHN,China,2004,11,30 to 34 yrs,30,34,2,female,pct,obese,prevalence,0.03,0.023,0.038
6,CHN,China,2004,12,35 to 39 yrs,35,39,2,female,pct,obese,prevalence,0.031,0.025,0.039
6,CHN,China,2004,12,35 to 39 yrs,35,39,2,female,pct,overweight,prevalence,0.232,0.204,0.26
6,CHN,China,2004,13,40 to 44 yrs,40,44,2,female,pct,overweight,prevalence,0.277,0.245,0.31
6,CHN,China,2004,13,40 to 44 yrs,40,44,2,female,pct,obese,prevalence,0.045,0.035,0.056
6,CHN,China,2004,14,45 to 49 yrs,45,49,2,female,pct,overweight,prevalence,0.329,0.294,0.364
6,CHN,China,2004,14,45 to 49 yrs,45,49,2,female,pct,obese,prevalence,0.044,0.036,0.055
6,CHN,China,2004,15,50 to 54 yrs,50,54,2,female,pct,overweight,prevalence,0.335,0.303,0.372
6,CHN,China,2004,15,50 to 54 yrs,50,54,2,female,pct,obese,prevalence,0.054,0.044,0.067
6,CHN,China,2004,16,55 to 59 yrs,55,59,2,female,pct,overweight,prevalence,0.338,0.304,0.374
6,CHN,China,2004,16,55 to 59 yrs,55,59,2,female,pct,obese,prevalence,0.058,0.046,0.071
6,CHN,China,2004,17,60 to 64 yrs,60,64,2,female,pct,overweight,prevalence,0.32,0.286,0.357
6,CHN,China,2004,17,60 to 64 yrs,60,64,2,female,pct,obese,prevalence,0.061,0.048,0.076
6,CHN,China,2004,18,65 to 69 yrs,65,69,2,female,pct,obese,prevalence,0.061,0.048,0.076
6,CHN,China,2004,18,65 to 69 yrs,65,69,2,female,pct,overweight,prevalence,0.297,0.265,0.334
6,CHN,China,2004,19,70 to 74 yrs,70,74,2,female,pct,overweight,prevalence,0.31,0.265,0.36
6,CHN,China,2004,19,70 to 74 yrs,70,74,2,female,pct,obese,prevalence,0.069,0.053,0.085
6,CHN,China,2004,20,75 to 79 yrs,75,79,2,female,pct,obese,prevalence,0.055,0.04,0.072
6,CHN,China,2004,20,75 to 79 yrs,75,79,2,female,pct,overweight,prevalence,0.266,0.225,0.312
6,CHN,China,2004,21,80+ yrs,80,100,2,female,pct,overweight,prevalence,0.183,0.147,0.224
6,CHN,China,2004,21,80+ yrs,80,100,2,female,pct,obese,prevalence,0.032,0.022,0.045
6,CHN,China,2004,34,2 to 4 yrs,2,4,3,both,pct,overweight,prevalence,0.149,0.117,0.184
6,CHN,China,2004,34,2 to 4 yrs,2,4,3,both,pct,obese,prevalence,0.046,0.034,0.061
6,CHN,China,2004,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,overweight,prevalence,0.149,0.136,0.162
6,CHN,China,2004,36,"2 to 19 yrs, age-standardized",2,19,3,both,pct,obese,prevalence,0.046,0.04,0.052
6,CHN,China,2004,6,5 to 9 yrs,5,9,3,both,pct,overweight,prevalence,0.189,0.161,0.218
6,CHN,China,2004,6,5 to 9 yrs,5,9,3,both,pct,obese,prevalence,0.07,0.056,0.088
6,CHN,China,2004,7,10 to 14 yrs,10,14,3,both,pct,overweight,prevalence,0.172,0.146,0.198
6,CHN,China,2004,7,10 to 14 yrs,10,14,3,both,pct,obese,prevalence,0.04,0.031,0.051
6,CHN,China,2004,8,15 to 19 yrs,15,19,3,both,pct,obese,prevalence,0.025,0.019,0.032
6,CHN,China,2004,8,15 to 19 yrs,15,19,3,both,pct,overweight,prevalence,0.082,0.072,0.094
6,CHN,China,2004,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.023,0.018,0.028
6,CHN,China,2004,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.109,0.094,0.126
6,CHN,China,2004,38,"20+ yrs, age-standardized",20,100,3,both,pct,overweight,prevalence,0.232,0.225,0.238
6,CHN,China,2004,38,"20+ yrs, age-standardized",20,100,3,both,pct,obese,prevalence,0.034,0.032,0.036
6,CHN,China,2004,10,25 to 29 yrs,25,29,3,both,pct,overweight,prevalence,0.16,0.142,0.179
6,CHN,China,2004,10,25 to 29 yrs,25,29,3,both,pct,obese,prevalence,0.023,0.019,0.028
6,CHN,China,2004,11,30 to 34 yrs,30,34,3,both,pct,obese,prevalence,0.029,0.024,0.035
6,CHN,China,2004,11,30 to 34 yrs,30,34,3,both,pct,overweight,prevalence,0.194,0.174,0.215
6,CHN,China,2004,12,35 to 39 yrs,35,39,3,both,pct,obese,prevalence,0.031,0.026,0.037
6,CHN,China,2004,12,35 to 39 yrs,35,39,3,both,pct,overweight,prevalence,0.246,0.223,0.27
6,CHN,China,2004,13,40 to 44 yrs,40,44,3,both,pct,obese,prevalence,0.039,0.033,0.046
6,CHN,China,2004,13,40 to 44 yrs,40,44,3,both,pct,overweight,prevalence,0.278,0.254,0.304
6,CHN,China,2004,14,45 to 49 yrs,45,49,3,both,pct,obese,prevalence,0.037,0.031,0.043
6,CHN,China,2004,14,45 to 49 yrs,45,49,3,both,pct,overweight,prevalence,0.298,0.272,0.324
6,CHN,China,2004,15,50 to 54 yrs,50,54,3,both,pct,overweight,prevalence,0.299,0.276,0.324
6,CHN,China,2004,15,50 to 54 yrs,50,54,3,both,pct,obese,prevalence,0.039,0.033,0.046
6,CHN,China,2004,16,55 to 59 yrs,55,59,3,both,pct,overweight,prevalence,0.29,0.266,0.315
6,CHN,China,2004,16,55 to 59 yrs,55,59,3,both,pct,obese,prevalence,0.041,0.035,0.048
6,CHN,China,2004,17,60 to 64 yrs,60,64,3,both,pct,obese,prevalence,0.044,0.037,0.052
6,CHN,China,2004,17,60 to 64 yrs,60,64,3,both,pct,overweight,prevalence,0.279,0.256,0.303
6,CHN,China,2004,18,65 to 69 yrs,65,69,3,both,pct,overweight,prevalence,0.269,0.245,0.294
6,CHN,China,2004,18,65 to 69 yrs,65,69,3,both,pct,obese,prevalence,0.043,0.036,0.051
6,CHN,China,2004,19,70 to 74 yrs,70,74,3,both,pct,obese,prevalence,0.049,0.041,0.059
6,CHN,China,2004,19,70 to 74 yrs,70,74,3,both,pct,overweight,prevalence,0.281,0.251,0.315
6,CHN,China,2004,20,75 to 79 yrs,75,79,3,both,pct,overweight,prevalence,0.244,0.214,0.278
6,CHN,China,2004,20,75 to 79 yrs,75,79,3,both,pct,obese,prevalence,0.043,0.035,0.053
6,CHN,China,2004,21,80+ yrs,80,100,3,both,pct,overweight,prevalence,0.183,0.156,0.215
6,CHN,China,2004,21,80+ yrs,80,100,3,both,pct,obese,prevalence,0.028,0.021,0.037
6,CHN,China,2005,34,2 to 4 yrs,2,4,1,male,pct,obese,prevalence,0.057,0.038,0.081
6,CHN,China,2005,34,2 to 4 yrs,2,4,1,male,pct,overweight,prevalence,0.182,0.134,0.235
6,CHN,China,2005,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,overweight,prevalence,0.183,0.162,0.205
6,CHN,China,2005,36,"2 to 19 yrs, age-standardized",2,19,1,male,pct,obese,prevalence,0.061,0.052,0.072
6,CHN,China,2005,6,5 to 9 yrs,5,9,1,male,pct,obese,prevalence,0.09,0.066,0.12
6,CHN,China,2005,6,5 to 9 yrs,5,9,1,male,pct,overweight,prevalence,0.223,0.176,0.271
6,CHN,China,2005,7,10 to 14 yrs,10,14,1,male,pct,overweight,prevalence,0.222,0.177,0.27
6,CHN,China,2005,7,10 to 14 yrs,10,14,1,male,pct,obese,prevalence,0.06,0.043,0.081
6,CHN,China,2005,8,15 to 19 yrs,15,19,1,male,pct,obese,prevalence,0.036,0.026,0.049
6,CHN,China,2005,8,15 to 19 yrs,15,19,1,male,pct,overweight,prevalence,0.101,0.084,0.121
6,CHN,China,2005,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.027,0.02,0.036
6,CHN,China,2005,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.14,0.116,0.165
6,CHN,China,2005,38,"20+ yrs, age-standardized",20,100,1,male,pct,obese,prevalence,0.029,0.027,0.032
6,CHN,China,2005,38,"20+ yrs, age-standardized",20,100,1,male,pct,overweight,prevalence,0.234,0.224,0.244
6,CHN,China,2005,10,25 to 29 yrs,25,29,1,male,pct,obese,prevalence,0.028,0.021,0.036
6,CHN,China,2005,10,25 to 29 yrs,25,29,1,male,pct,overweight,prevalence,0.191,0.161,0.223
6,CHN,China,2005,11,30 to 34 yrs,30,34,1,male,pct,overweight,prevalence,0.223,0.192,0.255
6,CHN,China,2005,11,30 to 34 yrs,30,34,1,male,pct,obese,prevalence,0.031,0.023,0.039
6,CHN,China,2005,12,35 to 39 yrs,35,39,1,male,pct,obese,prevalence,0.034,0.026,0.042
6,CHN,China,2005,12,35 to 39 yrs,35,39,1,male,pct,overweight,prevalence,0.265,0.23,0.304
6,CHN,China,2005,13,40 to 44 yrs,40,44,1,male,pct,obese,prevalence,0.036,0.028,0.044
6,CHN,China,2005,13,40 to 44 yrs,40,44,1,male,pct,overweight,prevalence,0.285,0.251,0.322
6,CHN,China,2005,14,45 to 49 yrs,45,49,1,male,pct,overweight,prevalence,0.279,0.243,0.317
6,CHN,China,2005,14,45 to 49 yrs,45,49,1,male,pct,obese,prevalence,0.031,0.025,0.038
6,CHN,China,2005,15,50 to 54 yrs,50,54,1,male,pct,overweight,prevalence,0.271,0.239,0.307
6,CHN,China,2005,15,50 to 54 yrs,50,54,1,male,pct,obese,prevalence,0.026,0.021,0.033
6,CHN,China,2005,16,55 to 59 yrs,55,59,1,male,pct,obese,prevalence,0.026,0.02,0.033
6,CHN,China,2005,16,55 to 59 yrs,55,59,1,male,pct,overweight,prevalence,0.253,0.22,0.286
6,CHN,China,2005,17,60 to 64 yrs,60,64,1,male,pct,obese,prevalence,0.028,0.022,0.035
6,CHN,China,2005,17,60 to 64 yrs,60,64,1,male,pct,overweight,prevalence,0.246,0.214,0.279
6,CHN,China,2005,18,65 to 69 yrs,65,69,1,male,pct,obese,prevalence,0.026,0.02,0.034
6,CHN,China,2005,18,65 to 69 yrs,65,69,1,male,pct,overweight,prevalence,0.247,0.215,0.281
6,CHN,China,2005,19,70 to 74 yrs,70,74,1,male,pct,obese,prevalence,0.03,0.022,0.038
6,CHN,China,2005,19,70 to 74 yrs,70,74,1,male,pct,overweight,prevalence,0.256,0.219,0.299
6,CHN,China,2005,20,75 to 79 yrs,75,79,1,male,pct,obese,prevalence,0.031,0.023,0.041
6,CHN,China,2005,20,75 to 79 yrs,75,79,1,male,pct,overweight,prevalence,0.225,0.185,0.27
6,CHN,China,2005,21,80+ yrs,80,100,1,male,pct,obese,prevalence,0.022,0.015,0.032
6,CHN,China,2005,21,80+ yrs,80,100,1,male,pct,overweight,prevalence,0.189,0.152,0.231
6,CHN,China,2005,34,2 to 4 yrs,2,4,2,female,pct,obese,prevalence,0.035,0.022,0.053
6,CHN,China,2005,34,2 to 4 yrs,2,4,2,female,pct,overweight,prevalence,0.118,0.085,0.161
6,CHN,China,2005,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,overweight,prevalence,0.12,0.106,0.134
6,CHN,China,2005,36,"2 to 19 yrs, age-standardized",2,19,2,female,pct,obese,prevalence,0.029,0.024,0.035
6,CHN,China,2005,6,5 to 9 yrs,5,9,2,female,pct,overweight,prevalence,0.163,0.131,0.197
6,CHN,China,2005,6,5 to 9 yrs,5,9,2,female,pct,obese,prevalence,0.047,0.035,0.063
6,CHN,China,2005,7,10 to 14 yrs,10,14,2,female,pct,overweight,prevalence,0.125,0.098,0.156
